id,descripcion,grupo,cadena,item_id,ean,product_name,net_quantity,unidad,cantidad,paquetes,regla,identidad,nivel,presentacion_base,a_granel,marcas,r_max,n_cadenas,ventana_inicio,ventana_fin,estado
2,GALLETA DE SODA,pan_y_cereales,metro,39232052,7622201714819,Sixpack Galletas de Soda Field 32g,0.192,kg,0.069,0.359375,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,metro,39274667,,Pack x2 Galletas de Soda Field Paquete 192g,0.384,kg,0.069,0.179688,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,metro,39274665,,Pack x3 Galletas de Soda Field Paquete 192g,0.576,kg,0.069,0.119792,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,plaza_vea,10652532,7622201714819,Galletas Saladas FIELD Soda Paquete 6un,0.192,kg,0.069,0.359375,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,tottus,115267772,7622201714819,Galleta Soda Field Empaque 6 Und,0.192,kg,0.069,0.359375,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,vivanda,10336104,7622201714819,Galletas Soda FIELD Bolsa 6un,0.192,kg,0.069,0.359375,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,wong,39210808,7622201714819,Sixpack Galletas de Soda Field 32g,0.192,kg,0.069,0.359375,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,wong,39285762,,Pack x2 Galletas de Soda Field Paquete 192g,0.384,kg,0.069,0.179688,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
2,GALLETA DE SODA,pan_y_cereales,wong,39285760,,Pack x3 Galletas de Soda Field Paquete 192g,0.576,kg,0.069,0.119792,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
3,GALLETA DULCE,pan_y_cereales,metro,3404,7750243077460,Sixpack Galleta Tentación Vainilla 43g,0.258,kg,0.087,0.337209,ean,ean,nucleo,True,False,gramaje_discrepante,1.2108,5,2026-09-19,2026-09-22,provisional
3,GALLETA DULCE,pan_y_cereales,plaza_vea,11214087,7750243077460,Galleta TENTACION Sabor Vainilla Empaque 43g Paquete 6un,0.258,kg,0.087,0.337209,ean,ean,nucleo,True,False,gramaje_discrepante,1.2108,5,2026-09-19,2026-09-22,provisional
3,GALLETA DULCE,pan_y_cereales,tottus,126272884,7750243077460,Galleta Tentación Vainilla Sixpack 258 g,0.258,kg,0.087,0.337209,ean,ean,nucleo,True,False,gramaje_discrepante,1.2108,5,2026-09-19,2026-09-22,provisional
3,GALLETA DULCE,pan_y_cereales,vivanda,10776445,7750243077460,Galleta VICTORIA Tentación Sabor de Vainilla Bolsa 43g Paquete 6un,0.258,kg,0.087,0.337209,ean,ean,nucleo,True,False,gramaje_discrepante,1.2108,5,2026-09-19,2026-09-22,provisional
3,GALLETA DULCE,pan_y_cereales,wong,3404,7750243077460,Sixpack Galleta Tentación Vainilla 43g,0.258,kg,0.087,0.337209,ean,ean,nucleo,True,False,gramaje_discrepante,1.2108,5,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,metro,23361,7755139002809,Arroz Extra Paisana Bolsa 5 kg,5.0,kg,4.422,0.8844,ean,ean,nucleo,True,False,,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,metro,23363,7755139002793,Arroz Extra Paisana Bolsa 1 kg,1.0,kg,4.422,4.422,ean,ean,nucleo,False,False,alternativa,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,plaza_vea,24925,7755139002809,Arroz Extra PAISANA Bolsa 5Kg,5.0,kg,4.422,0.8844,ean,ean,nucleo,True,False,,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,plaza_vea,24921,,Arroz Extra PAISANA Bolsa 1Kg,1.0,kg,4.422,4.422,ean,ean,nucleo,False,False,alternativa,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,tottus,113705625,7755139002809,Arroz Extra Paisana Bolsa 5 Kg,5.0,kg,4.422,0.8844,ean,ean,nucleo,True,False,,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,tottus,113706245,7755139002793,Arroz Extra Paisana Bolsa 1 Kg,1.0,kg,4.422,4.422,ean,ean,nucleo,False,False,alternativa,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,wong,23361,7755139002809,Arroz Extra Paisana Bolsa 5 kg,5.0,kg,4.422,0.8844,ean,ean,nucleo,True,False,,1.5903,4,2026-09-19,2026-09-22,provisional
5,ARROZ CORRIENTE,pan_y_cereales,wong,23363,7755139002793,Arroz Extra Paisana Bolsa 1 kg,1.0,kg,4.422,4.422,ean,ean,nucleo,False,False,alternativa,1.5903,4,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,metro,39192363,7755477001212,Avena Integral en Hojuelas Grano de Oro 500g,0.5,kg,0.345,0.69,ean,ean,nucleo,True,False,,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,plaza_vea,10536700,7755477001212,Avena Integral GRANO DE ORO Bolsa 500g,0.5,kg,0.345,0.69,ean,ean,nucleo,True,False,,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,tottus,129925776,7755477001212,Avena Integral Grano De Oro Bolsa 500 g,0.5,kg,0.345,0.69,ean,ean,nucleo,True,False,,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,tottus,113712889,7755477001113,Avena Integral Grano de Oro Pote 900 g,0.9,kg,0.345,0.383333,ean,ean,nucleo,False,False,alternativa,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,tottus,148217878,7755477001267,Avena Integral Grano de Oro Bolsa 1 Kg,1.0,kg,0.345,0.345,ean,ean,nucleo,False,False,alternativa,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,vivanda,10333267,7755477001212,Avena Integral GRANO DE ORO Bolsa 500g,0.5,kg,0.345,0.69,ean,ean,nucleo,True,False,,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,wong,39206133,7755477001212,Avena Integral en Hojuelas Grano de Oro 500g,0.5,kg,0.345,0.69,ean,ean,nucleo,True,False,,1.269,5,2026-09-19,2026-09-22,provisional
6,AVENA,pan_y_cereales,wong,39186405,7755477001113,Avena Integral en Hojuelas Grano de Oro 900g,0.9,kg,0.345,0.383333,ean,ean,nucleo,False,False,alternativa,1.269,5,2026-09-19,2026-09-22,provisional
8,MAÍZ BLANCO CORRIENTE CANCHA,pan_y_cereales,metro,39167294,7752992001543,Cancha Chulpi Villa Natura 150g,0.15,kg,0.207,1.38,ean,ean,ampliado_1,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
8,MAÍZ BLANCO CORRIENTE CANCHA,pan_y_cereales,plaza_vea,43810,,Cancha Chulpi VILLA NATURA Bolsa 150g,0.15,kg,0.207,1.38,ean_equivalente,ean_equivalente,ampliado_1,True,False,sin_ean_fabricante,1.2108,4,2026-09-19,2026-09-22,provisional
8,MAÍZ BLANCO CORRIENTE CANCHA,pan_y_cereales,vivanda,30861,,Cancha Chulpi VILLA NATURA Bolsa 150g,0.15,kg,0.207,1.38,ean_equivalente,ean_equivalente,ampliado_1,True,False,sin_ean_fabricante,1.2108,4,2026-09-19,2026-09-22,provisional
8,MAÍZ BLANCO CORRIENTE CANCHA,pan_y_cereales,wong,39344569,7751087005022,Cancha Chulpi Vallealto 140g,0.14,kg,0.207,1.478571,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta;tamano_distinto,1.2108,4,2026-09-19,2026-09-22,provisional
13,SÉMOLA,pan_y_cereales,metro,7491,7750885007108,Sémola Molitalia Bolsa 200 g,0.2,kg,0.171,0.855,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
13,SÉMOLA,pan_y_cereales,plaza_vea,3982,,Sémola MOLITALIA Bolsa 200g,0.2,kg,0.171,0.855,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,4,2026-09-19,2026-09-22,provisional
13,SÉMOLA,pan_y_cereales,vivanda,2252,,Sémola MOLITALIA Bolsa 200g,0.2,kg,0.171,0.855,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,4,2026-09-19,2026-09-22,provisional
13,SÉMOLA,pan_y_cereales,wong,7491,,Sémola Molitalia Bolsa 200 g,0.2,kg,0.171,0.855,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,4,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,metro,39322718,7750885026024,Tallarín Molitalia 950g,0.95,kg,0.543,0.571579,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,metro,2734,7750885003049,Tallarín Molitalia 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,plaza_vea,12101753,7750885026024,Fideo Tallarín MOLITALIA Bolsa 950g,0.95,kg,0.543,0.571579,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,tottus,148087989,7750885026024,Fideo Molitalia Tallarín Bolsa 950 g,0.95,kg,0.543,0.571579,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,tottus,119850242,7750885022118,Fideo Tallarín Molitalia Bolsa 450 g,0.45,kg,0.543,1.206667,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,vivanda,11824661,,Fideo Tallarín MOLITALIA Bolsa 950g,0.95,kg,0.543,0.571579,ean_equivalente,ean_equivalente,nucleo,True,False,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,wong,39327204,7750885026024,Tallarín Molitalia 950g,0.95,kg,0.543,0.571579,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
16,FIDEOS TALLARÍN ENVASADO,pan_y_cereales,wong,2734,,Tallarín Molitalia 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,metro,2717,7750885021166,Spaghetti Nro 32 Molitalia 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,True,False,,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,plaza_vea,10705767,7750885021166,Fideos Spaghetti MOLITALIA Bolsa 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,True,False,,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,plaza_vea,10620458,7750885021043,Fideos Spaghetti MOLITALIA Bolsa 950g,0.95,kg,0.543,0.571579,ean,ean,nucleo,False,False,alternativa,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,tottus,115267763,7750885021166,Fideos Spaghetti Molitalia Empaque 450 g,0.45,kg,0.543,1.206667,ean,ean,nucleo,True,False,,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,tottus,113707255,7750885021043,Fideos Spaghetti Molitalia Bolsa 950 g,0.95,kg,0.543,0.571579,ean,ean,nucleo,False,False,alternativa,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,vivanda,10336731,7750885021166,Fideos Spaghetti MOLITALIA Bolsa 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,True,False,,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,vivanda,10335722,7750885021043,Fideos Spaghetti MOLITALIA Bolsa 950g,0.95,kg,0.543,0.571579,ean,ean,nucleo,False,False,alternativa,1.1802,5,2026-09-19,2026-09-22,provisional
17,OTROS FIDEOS ENVASADOS,pan_y_cereales,wong,2717,7750885021166,Spaghetti Nro 32 Molitalia 450g,0.45,kg,0.543,1.206667,ean,ean,nucleo,True,False,,1.1802,5,2026-09-19,2026-09-22,provisional
21,POLLO EVISCERADO,carnes,metro,35313,,Pollo Entero con Menudencia Metro x kg,1.0,kg,1.626,1.626,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
21,POLLO EVISCERADO,carnes,plaza_vea,9357,,Pollo Entero Fresco con Menudencia x kg,1.0,kg,1.626,1.626,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
21,POLLO EVISCERADO,carnes,vivanda,10407,,Pollo Entero Fresco con Menudencia,1.0,kg,1.626,1.626,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
21,POLLO EVISCERADO,carnes,wong,3846,,Pollo Entero con Menudencia x kg,1.0,kg,1.626,1.626,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
23,MONDONGO DE RES,carnes,plaza_vea,80501,,Mondongo Cau Cau x kg,1.0,kg,0.207,0.207,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
23,MONDONGO DE RES,carnes,tottus,118685027,,Mondongo Picado Cau Cau x Kg,1.0,kg,0.207,0.207,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
23,MONDONGO DE RES,carnes,vivanda,36605,,Mondongo Cau Cau Congelado,1.0,kg,0.207,0.207,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
23,MONDONGO DE RES,carnes,wong,1609,,Mondongo Picado a La Italiana x kg,1.0,kg,0.207,0.207,granel,granel,nucleo,True,True,,1.1762,4,2026-09-19,2026-09-22,provisional
25,HOT DOG,carnes,metro,39164214,7750571002585,Hot Dog Vienesa Salchichería Alemana 250g,0.25,kg,0.144,0.576,ean,ean,nucleo,True,False,,1.1739,5,2026-09-19,2026-09-22,provisional
25,HOT DOG,carnes,plaza_vea,10048162,7750571002585,Hot Dog Vienesa Ahumado SALCHICHERÍA ALEMANA Paquete 250g,0.25,kg,0.144,0.576,ean,ean,nucleo,True,False,,1.1739,5,2026-09-19,2026-09-22,provisional
25,HOT DOG,carnes,tottus,137931119,7750571002585,Hot Dog Vienesa Salchichería Alemana Empaque 250 g,0.25,kg,0.144,0.576,ean,ean,nucleo,True,False,,1.1739,5,2026-09-19,2026-09-22,provisional
25,HOT DOG,carnes,vivanda,48740,7750571002585,Hot Dog Vienesa Ahumado SALCHICHERÍA ALEMANA Paquete 250g,0.25,kg,0.144,0.576,ean,ean,nucleo,True,False,,1.1739,5,2026-09-19,2026-09-22,provisional
25,HOT DOG,carnes,wong,39164214,7750571002585,Hot Dog Vienesa Salchichería Alemana 250g,0.25,kg,0.144,0.576,ean,ean,nucleo,True,False,,1.1739,5,2026-09-19,2026-09-22,provisional
27,GRATED DE SARDINA / ATUN,pescados,metro,39200165,7807910038160,Grated de Atún en Aceite Vegetal Máxima 140g,0.14,kg,0.144,1.028571,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta,1.2108,4,2026-09-19,2026-09-22,provisional
27,GRATED DE SARDINA / ATUN,pescados,plaza_vea,11089555,7751158000000,Grated de Atún en Aceite Vegetal FLORIDA Lata 140g,0.14,kg,0.144,1.028571,ean,ean,ampliado_1,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
27,GRATED DE SARDINA / ATUN,pescados,tottus,121941031,7751158000000,Grated de Atún Florida en Aceite Vegetal Lata 140 g,0.14,kg,0.144,1.028571,ean,ean,ampliado_1,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
27,GRATED DE SARDINA / ATUN,pescados,vivanda,12160865,,Grated de Atún en Aceite BELL'S Lata 140g,0.14,kg,0.144,1.028571,por_kilo,por_kilo,ampliado_1,True,False,marca_distinta,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,metro,39233661,7751271034128,Pack x6 Leche Evaporada Gloria Entera,2.34,kg,1.269,0.542308,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,metro,39233660,7751271032834,Leche Evaporada Entera Gloria Lata 390g,0.39,kg,1.269,3.253846,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,plaza_vea,11390023,7751271034128,Leche Evaporada Entera GLORIA Lata 390g Paquete 6un,2.34,kg,1.269,0.542308,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,tottus,129087931,7751271034128,Leche Gloria Evaporada Entera Sixpack Lata 390 g,2.34,kg,1.269,0.542308,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,tottus,129087940,7751271034111,Leche Gloria Evaporada Entera 390 g,0.39,kg,1.269,3.253846,ean,ean,nucleo,False,False,alternativa,1.2108,4,2026-09-19,2026-09-22,provisional
30,LECHE EVAPORADA,lacteos,vivanda,11352387,7751271034128,Leche Evaporada Entera GLORIA Lata 390g Paquete 6un,2.34,kg,1.269,0.542308,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
32,QUESO FRESCO VACA,lacteos,metro,3696,7751271029841,Queso Fresco Gloria x kg,1.0,kg,0.123,0.123,ean,ean,nucleo,True,True,,1.2108,5,2026-09-19,2026-09-22,provisional
32,QUESO FRESCO VACA,lacteos,plaza_vea,10125946,7751271029841,Queso Fresco GLORIA x kg,1.0,kg,0.123,0.123,ean,ean,nucleo,True,True,,1.2108,5,2026-09-19,2026-09-22,provisional
32,QUESO FRESCO VACA,lacteos,tottus,115815069,,Queso Fresco Gloria x Kg,1.0,kg,0.123,0.123,ean_equivalente,ean_equivalente,nucleo,True,True,sin_ean_fabricante,1.2108,5,2026-09-19,2026-09-22,provisional
32,QUESO FRESCO VACA,lacteos,vivanda,10109836,7751271029841,Queso Fresco GLORIA x kg,1.0,kg,0.123,0.123,ean,ean,nucleo,True,True,,1.2108,5,2026-09-19,2026-09-22,provisional
32,QUESO FRESCO VACA,lacteos,wong,3696,7751271029841,Queso Fresco Gloria x kg,1.0,kg,0.123,0.123,ean,ean,nucleo,True,True,,1.2108,5,2026-09-19,2026-09-22,provisional
33,YOGURT,lacteos,metro,5427,7750289000163,Yogurt Bebible Piamonte Natural sin Azúcar Botella 946 ml,0.946,l,0.459,0.485201,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
33,YOGURT,lacteos,plaza_vea,10020788,7750289000163,Yogurt Bebible PIAMONTE Natural Botella 946ml,0.946,l,0.459,0.485201,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
33,YOGURT,lacteos,vivanda,48523,7750289000163,Yogurt Bebible PIAMONTE Natural Botella 946ml,0.946,l,0.459,0.485201,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
33,YOGURT,lacteos,wong,5427,7750289000163,Yogurt Bebible Piamonte Natural sin Azúcar Botella 946 ml,0.946,l,0.459,0.485201,ean,ean,nucleo,True,False,,1.2108,4,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,metro,35778,7754470000024,Huevos Clásicos Pardos La Calera 30un,2.052,kg,0.645,0.314327,por_unidad,por_unidad,ampliado_2,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,plaza_vea,42082,7754470000024,Huevos Pardos LA CALERA Paquete 30un,2.052,kg,0.645,0.314327,por_unidad,por_unidad,ampliado_2,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,plaza_vea,11359040,7750863409016,Huevos Pardos LA CALERA Bandeja 15un,1.026,kg,0.645,0.628655,por_unidad,por_unidad,ampliado_2,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,tottus,130751328,7754470000024,Huevos Pardos La Calera Bandeja 30 Und,2.052,kg,0.645,0.314327,por_unidad,por_unidad,ampliado_2,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,tottus,115462449,7750863409016,Huevos Pardos La Calera Bandeja 15 Und,1.026,kg,0.645,0.628655,por_unidad,por_unidad,ampliado_2,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,vivanda,50599,7754470000024,Huevos Pardos LA CALERA Paquete 30un,2.052,kg,0.645,0.314327,por_unidad,por_unidad,ampliado_2,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,vivanda,11352021,7750863409016,Huevos Pardos LA CALERA Bandeja 15un,1.026,kg,0.645,0.628655,por_unidad,por_unidad,ampliado_2,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
34,HUEVOS A GRANEL DE GALLINA,huevos,wong,35778,7754470000024,Huevos Clásicos Pardos La Calera 30un,2.052,kg,0.645,0.314327,por_unidad,por_unidad,ampliado_2,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,metro,39181622,7750243059381,Aceite Vegetal Primor Clásico Botella 1.8L,1.8,l,0.391304,0.217391,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,metro,428,7750243979214,Aceite Vegetal Primor Clásico Botella 900ml,0.9,l,0.391304,0.434783,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,plaza_vea,10181308,7750243059381,Aceite Vegetal PRIMOR Clásico Botella 1.8L,1.8,l,0.391304,0.217391,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,plaza_vea,10614794,7750243068000,Aceite Vegetal PRIMOR Clásico Botella 900ml,0.9,l,0.391304,0.434783,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,tottus,119580636,7750243059381,Aceite Vegetal Primor Clásico Botella 1.8 L,1.8,l,0.391304,0.217391,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,tottus,113706446,7750243068000,Aceite Vegetal Primor Clásico Botella 900 mL,0.9,l,0.391304,0.434783,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,vivanda,10131657,7750243059381,Aceite Vegetal PRIMOR Clásico Botella 1.8L,1.8,l,0.391304,0.217391,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,vivanda,10335376,7750243068000,Aceite Vegetal PRIMOR Clásico Botella 900ml,0.9,l,0.391304,0.434783,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,wong,39181622,7750243059381,Aceite Vegetal Primor Clásico Botella 1.8L,1.8,l,0.391304,0.217391,ean,ean,nucleo,True,False,,1.2108,5,2026-09-19,2026-09-22,provisional
35,ACEITE VEGETAL,aceites_y_grasas,wong,428,7750243979214,Aceite Vegetal Primor Clásico Botella 900ml,0.9,l,0.391304,0.434783,ean,ean,nucleo,False,False,alternativa,1.2108,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,metro,4220,7752285020060,Margarina Dorina Clásica 450g,0.45,kg,0.072,0.16,ean_equivalente,ean_equivalente,nucleo,True,False,,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,metro,4221,7752285031868,Margarina Dorina Clásica 220g,0.22,kg,0.072,0.327273,ean_equivalente,ean_equivalente,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,metro,4224,8719200453517,Margarina Dorina Clásica 900g,0.9,kg,0.072,0.08,ean_equivalente,ean_equivalente,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,plaza_vea,10695956,8719200231429,Margarina Clásica DORINA Pote 450g,0.45,kg,0.072,0.16,ean,ean,nucleo,True,False,,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,plaza_vea,10695953,8719200231252,Margarina Clásica DORINA Pote 220g,0.22,kg,0.072,0.327273,ean,ean,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,plaza_vea,10695954,8719200231368,Margarina Clásica DORINA Pote 900g,0.9,kg,0.072,0.08,ean,ean,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,tottus,114518746,8719200231429,Margarina Dorina Clásica Envase 450 g,0.45,kg,0.072,0.16,ean,ean,nucleo,True,False,,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,tottus,115776283,8719200231252,Margarina Dorina Clásica Envase 220 g,0.22,kg,0.072,0.327273,ean,ean,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,tottus,115815260,8719200231368,Margarina Dorina Clásica Envase 900 g,0.9,kg,0.072,0.08,ean,ean,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,vivanda,10336466,8719200231429,Margarina Clásica DORINA Pote 450g,0.45,kg,0.072,0.16,ean,ean,nucleo,True,False,,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,vivanda,10336463,8719200231252,Margarina Clásica DORINA Pote 220g,0.22,kg,0.072,0.327273,ean,ean,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,wong,4220,7752285020060,Margarina Dorina Clásica 450g,0.45,kg,0.072,0.16,ean_equivalente,ean_equivalente,nucleo,True,False,,1.205,5,2026-09-19,2026-09-22,provisional
36,MARGARINA,aceites_y_grasas,wong,4221,8719200231252,Margarina Dorina Clásica 220g,0.22,kg,0.072,0.327273,ean_equivalente,ean_equivalente,nucleo,False,False,alternativa,1.205,5,2026-09-19,2026-09-22,provisional
